,order_id,assignment_id,user_id,assistment_id,problem_id,original,correct,attempt_count,ms_first_response,tutor_mode,answer_type,sequence_id,student_class_id,position,type,base_sequence_id,skill_id,skill_name,teacher_id,school_id,hint_count,hint_total,overlap_time,template_id,answer_id,answer_text,first_action,bottom_hint,opportunity,opportunity_original
464867,36395714,285856,77899,34705,54336,0,1,1,3853,tutor,algebra,5965,14033,4,MasterySection,5965,,,48183,139,0,3,3853,30016,,-21,0,,1482,
272369,23346573,265451,79496,50997,89911,1,0,4,24022,tutor,algebra,7902,12432,16,MasterySection,7014,277.0,Addition and Subtraction Integers,49070,5177,2,4,70897,29950,,20,0,0.0,6,6.0
42505,21952355,263872,81028,53285,93245,1,1,1,58654,tutor,algebra,7114,12512,146,MasterySection,7114,11.0,Venn Diagram,52749,73,0,2,58654,52497,,16,0,,1,1.0
299285,36395721,285856,77899,34684,54271,1,1,1,5647,tutor,algebra,5965,14033,4,MasterySection,5965,279.0,Multiplication and Division Integers,48183,139,0,0,5647,30015,,-70,0,,2244,2244.0
497011,25172404,265816,81461,56217,98972,0,0,2,14109,tutor,choose_1,7629,12569,6,MasterySection,5951,,,45671,5049,0,0,15938,55826,179899.0,,0,,47,
397898,21382694,262848,78160,32940,51024,1,0,1,45201,tutor,algebra,7335,12315,6,MasterySection,7335,310.0,Order of Operations All,45778,5056,0,0,45206,30078,,153,0,,36,18.0
231042,23181337,265559,81457,38304,61448,1,0,1,44488,tutor,algebra,6022,12515,44,MasterySection,6022,81.0,Unit Rate,45671,5049,0,0,44510,30306,,3.6,0,,3,3.0
468018,26595587,266964,78284,56221,99013,0,0,6,2478,tutor,choose_1,7629,12315,23,MasterySection,5951,,,45778,5056,3,3,23457,55826,179980.0,,0,1.0,33,
35688,34320537,280037,78562,53245,93205,1,1,1,85120,tutor,algebra,7228,12262,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,85120,52497,,19,0,,49,49.0
36190,34320666,280037,78567,53244,93204,1,1,1,36115,tutor,algebra,7228,12262,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,36115,52497,,21,0,,54,54.0
10826,30715020,270294,79021,33088,51373,1,1,1,22925,tutor,fill_in_1,5947,12351,152,MasterySection,5947,4.0,Histogram as Table or Graph,42999,2770,0,4,22925,32452,,29,0,,12,12.0
101999,24735340,266415,78922,41060,71740,1,0,2,29211,tutor,algebra,6066,12352,115,MasterySection,6066,46.0,Calculations with Similar Figures,42999,2770,0,4,41272,31955,,28,0,,9,9.0
232275,29223727,270586,70730,69207,128667,1,1,1,27265,tutor,algebra,8936,11816,160,MasterySection,8936,82.0,Scientific Notation,22763,73,0,2,27265,46036,,2470000,0,,4,4.0
426373,28613988,220676,71826,57461,108112,1,0,1,24392,tutor,algebra,5969,11816,24,MasterySection,5969,312.0,Equation Solving More Than Two Steps,22763,73,0,0,24429,55833,,-0.015151515,0,,7,5.0
67169,23125457,226375,79512,41751,73651,1,0,1,17386,tutor,algebra,6094,11896,2,MasterySection,6094,17.0,Probability of Two Distinct Events,14630,2770,0,0,17471,30424,,25-Mar,0,,5,5.0
39774,34287334,280033,78902,53241,93201,1,1,1,72156,tutor,algebra,7228,12375,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,72156,52497,,21,0,,107,107.0
175784,34290590,280036,78518,47502,86103,1,1,1,91959,tutor,algebra,7201,12262,13,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,91959,46397,,25.37,0,,61,61.0
173903,34288989,280034,78499,47149,85665,1,0,4,85751,tutor,algebra,7201,12375,13,MasterySection,7201,70.0,Percent Of,46174,5056,1,4,182333,46397,,26,0,0.0,98,98.0
29584,34293695,280037,78524,53264,93224,1,1,1,79384,tutor,algebra,7228,12262,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,79384,52497,,21,0,,57,57.0
109334,22300562,263650,78454,47441,85971,1,0,24,92924,tutor,algebra,6891,12455,1,MasterySection,6891,47.0,Conversion of Fraction Decimals Percents,49076,5177,0,3,129964,29868,,0.833,0,,1,1.0
361983,34290425,279733,78524,50854,89768,1,0,2,178792,tutor,algebra,7220,12262,5,MasterySection,6180,303.0,Volume Cylinder,46174,5056,3,3,233327,31687,,37.68,0,1.0,89,89.0
216614,22042545,263981,80718,53499,93470,1,0,1,36811,tutor,algebra,7708,12340,14,MasterySection,7118,77.0,Finding Percents,11804,76,3,3,56490,52571,,,1,1.0,2,2.0
3057,35417779,281753,91472,33127,51412,1,0,2,9837,tutor,algebra,6324,12953,3,MasterySection,6324,1.0,Box and Whisker,53103,5177,0,3,30805,30059,,62,0,,3,3.0
401910,38211355,290967,96296,32941,51031,0,1,1,26641,tutor,algebra,5945,14414,24,MasterySection,5942,310.0,Order of Operations All,69274,2770,0,4,26641,30078,,45,0,,3,
8529,26982497,266711,82093,52660,92340,1,0,2,196496,tutor,algebra,7843,12542,35,MasterySection,6850,2.0,Circle Graph,52667,2770,3,3,214121,30037,,76.8,0,1.0,1,1.0
457160,29410748,271621,74678,36000,56196,1,0,4,7319,tutor,algebra,5977,11816,206,MasterySection,5977,375.0,Solving Inequalities,22763,73,0,5,12718,32883,,1,0,,6,6.0
149440,24353769,266596,83659,34039,53284,1,1,1,6637,tutor,algebra,8441,12634,1,MasterySection,5956,51.0,Ordering Integers,54767,5117,0,3,6637,29900,,6,0,,5,5.0
277989,27802736,266600,83659,34535,53960,1,1,1,7430,tutor,fill_in_1,8476,12634,5,MasterySection,5961,277.0,Addition and Subtraction Integers,54767,5117,0,2,7430,29951,,-17,0,,34,34.0
28085,34374203,280037,78514,53280,93240,1,1,1,95119,tutor,algebra,7228,12262,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,95119,52497,,16,0,,87,87.0
105707,38249731,291403,96252,40928,71569,1,1,1,37440,tutor,choose_1,6060,14415,108,MasterySection,6060,46.0,Calculations with Similar Figures,69274,2770,0,3,37440,31093,121469.0,,0,,11,11.0
137144,38141601,290858,96221,56277,99614,1,1,1,46234,tutor,choose_1,7629,14414,137,MasterySection,5951,49.0,Ordering Positive Decimals,69274,2770,0,0,46234,55827,181196.0,,0,,9,9.0
466679,22348015,264273,78157,35212,54988,1,0,2,16765,tutor,algebra,7339,12315,13,MasterySection,7339,,,45778,5056,3,4,28853,33267,,x=1,0,0.0,6,3.0
7563,33541465,279153,79737,53421,93392,1,1,1,61705,tutor,algebra,7118,12437,59,MasterySection,7118,2.0,Circle Graph,43007,2770,0,2,61705,52570,,97.2,0,,4,4.0
491303,33398533,278161,79665,41618,73133,0,1,1,19906,tutor,algebra,6072,12436,36,MasterySection,6072,,,43007,2770,0,2,19906,32880,,24,0,,35,
459087,35348753,280401,85717,69028,128419,1,1,1,4610,tutor,algebra,8928,13577,29,MasterySection,8928,378.0,Solving Systems of Linear Equations by Graphing,45671,5049,0,3,4610,60010,,-2,0,,9,9.0
427663,26820073,267967,78904,57478,108197,1,1,1,48062,tutor,algebra,8565,12352,143,MasterySection,5969,312.0,Equation Solving More Than Two Steps,42999,2770,0,0,48062,55835,,-0.079365079,0,,7,7.0
152260,27917866,270167,84140,49711,88407,1,0,2,7662,tutor,algebra,7169,12661,23,MasterySection,6948,54.0,Rounding,55425,5056,0,4,12821,29907,,7,0,,2,2.0
49254,31442421,271990,79034,33132,51417,1,1,1,18623,tutor,algebra,9875,12888,30,MasterySection,9875,13.0,Median,42999,2770,0,3,18623,30059,,88,0,,23,23.0
486915,30414040,272585,79246,38380,61677,0,0,1,5187,tutor,fill_in_1,6022,12438,27,MasterySection,6022,,,23907,76,2,3,21328,30488,,,1,0.0,18,
195684,35461110,277633,71881,32163,49334,1,1,1,1530089,tutor,algebra,5925,13241,141,MasterySection,5925,74.0,Subtraction Whole Numbers,22763,73,0,0,1530089,30036,,84000,0,,3,3.0
102524,26889917,268022,78986,40689,71276,1,1,1,201079,tutor,algebra,6056,12351,109,MasterySection,6056,46.0,Calculations with Similar Figures,42999,2770,0,0,201079,30484,,13,0,,6,6.0
319493,26323875,268014,78978,43142,77513,0,0,1,2106,tutor,algebra,6274,12351,101,MasterySection,6272,294.0,Area Irregular Figure,42999,2770,3,3,11440,31691,,,1,1.0,19,
1245,31530776,271963,79069,73246,135671,1,1,1,33269,tutor,algebra,9879,12886,30,MasterySection,9879,1.0,Box and Whisker,42999,2770,0,2,33269,63447,,30,0,,20,20.0
191865,33428934,276987,83206,46769,85097,1,0,2,167675,tutor,algebra,8132,12309,48,MasterySection,6851,70.0,Percent Of,35135,1357,4,4,196282,46397,,23.2,0,1.0,6,6.0
38295,34336273,280033,78590,53218,93178,1,1,1,26148,tutor,algebra,7228,12375,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,26148,52495,,3,0,,104,104.0
466151,23564821,265533,78035,32043,49026,0,0,2,202189,tutor,algebra,5921,12350,1,MasterySection,5921,,,11446,1645,0,3,235607,30244,,15.4,0,,14,
422918,38225775,291447,96244,49689,88385,1,0,2,1499,tutor,algebra,6943,14415,64,MasterySection,6943,311.0,Equation Solving Two or Fewer Steps,69274,2770,2,3,8455,46285,,,1,0.0,2,2.0
230252,31218494,272585,79220,38309,61463,1,0,0,322375,tutor,algebra,6022,12438,27,MasterySection,6022,81.0,Unit Rate,23907,76,0,0,322375,30306,,,2,,10,10.0
383705,33706302,279733,78556,50963,89877,1,1,1,41112,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,41112,47492,,3,0,,448,448.0
27080,34287536,280033,78495,53219,93179,1,1,1,10325,tutor,algebra,7228,12375,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,10325,52495,,7,0,,48,48.0
493582,22729004,263996,80171,36845,57717,0,0,2,27319,tutor,choose_1,5916,12466,28,MasterySection,5916,,,48003,1998,0,4,31916,30397,86283.0,,0,,35,
426071,38175446,291450,96298,55573,97576,0,0,10,34416,tutor,algebra,5968,14415,61,MasterySection,5968,311.0,Equation Solving Two or Fewer Steps,69274,2770,0,0,268832,55521,,-9,0,,37,
218520,38297110,290780,96227,53465,93436,1,1,1,34532,tutor,algebra,7118,14414,213,MasterySection,7118,77.0,Finding Percents,69274,2770,0,3,34532,52571,,45,0,,16,16.0
374153,33856698,279728,78495,50935,89849,1,1,1,51549,tutor,algebra,7220,12375,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,51549,47492,,5,0,,359,359.0
239025,28893817,271290,78458,34314,53637,1,1,1,5043,tutor,algebra,9795,12455,26,MasterySection,5959,85.0,Absolute Value,49076,5177,0,0,5043,30524,,10,0,,26,26.0
256200,38225023,291357,96271,32150,49295,1,0,0,3468,tutor,algebra,5925,14415,145,MasterySection,5925,92.0,Pattern Finding ,69274,2770,0,0,3468,30036,,,2,,93,41.0
394713,29711388,263652,78455,39850,66828,1,1,1,40708,tutor,algebra,5946,12455,3,MasterySection,5946,309.0,"Order of Operations +,-,/,* () positive reals",49076,5177,0,0,40708,29982,,-2305,0,,17,11.0
375290,34291646,280057,78512,50918,89832,1,1,1,68188,tutor,algebra,7220,12262,16,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,68188,47492,,6,0,,354,354.0
97011,38155152,291366,96210,53440,93411,1,1,1,17891,tutor,algebra,7118,14415,147,MasterySection,7118,37.0,,69274,2770,0,2,17891,52570,,144,0,,3,3.0
494747,22145087,263219,80350,52378,91772,0,1,1,16662,tutor,algebra,7039,12466,3,MasterySection,7039,,,48003,1998,0,3,16662,30078,,4,0,,3,
380868,33665393,279733,78540,50965,89879,1,1,1,152004,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,152004,47492,,4,0,,134,134.0
22429,30787297,271210,79054,36482,56796,1,1,1,69207,tutor,algebra,5922,12352,223,MasterySection,5922,10.0,Table,42999,2770,0,0,69207,30369,,46,0,,6,6.0
57341,35521484,282733,81196,36903,57941,1,1,1,22129,tutor,algebra,5918,12473,7,MasterySection,5918,15.0,Range,24116,76,0,0,22129,30048,,32,0,,4,4.0
149993,38175847,291488,96298,34052,53297,1,1,1,7355,tutor,choose_1,5956,14415,17,MasterySection,5956,51.0,Ordering Integers,69274,2770,0,5,7355,30730,79617.0,,0,,3,3.0
386089,33702117,279733,78571,50962,89876,1,0,2,153844,tutor,algebra,7220,12262,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,3,156781,47492,,18,0,,20,20.0
280737,32010600,271492,87992,51024,89938,1,0,4,17498,tutor,algebra,7014,12925,3,MasterySection,7014,277.0,Addition and Subtraction Integers,57560,5260,0,4,30208,29950,,-16,0,,8,8.0
50269,35529752,282729,81011,51787,91111,1,1,1,292271,tutor,algebra,7035,12473,3,MasterySection,7035,13.0,Median,24116,76,0,2,292271,50196,,47,0,,5,5.0
374595,34289546,279728,78501,50880,89794,1,1,1,61401,tutor,algebra,7220,12375,5,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,2,61401,31688,,2,0,,95,95.0
393975,38182688,291392,96274,43104,77363,0,1,1,34172,tutor,algebra,6273,14415,117,MasterySection,6273,308.0,Volume Sphere,69274,2770,0,3,34172,31680,,697,0,,19,
283829,36362111,285720,92246,34416,53841,1,0,1,1671,tutor,fill_in_1,5961,14020,3,MasterySection,5961,277.0,Addition and Subtraction Integers,58932,4780,4,4,7049,30650,,,1,1.0,1112,1112.0
256451,38152610,290766,96280,32161,49328,1,1,1,30704,tutor,algebra,5925,14414,225,MasterySection,5925,92.0,Pattern Finding ,69274,2770,0,0,30704,30036,,62500,0,,5,5.0
172170,38177645,290686,96287,48273,86880,1,1,1,23157,tutor,algebra,9865,14413,10,MasterySection,9865,67.0,Multiplication Fractions,69274,2770,0,3,23157,46274,,18-May,0,,10,10.0
265758,24599153,263328,70734,50809,89723,1,1,1,45032,tutor,algebra,7012,12476,15,MasterySection,7012,277.0,Addition and Subtraction Integers,22763,73,0,3,45032,29882,,18,0,,2,2.0
169423,22217280,263951,81461,48254,86860,1,1,1,90687,tutor,algebra,6916,12515,3,MasterySection,6916,67.0,Multiplication Fractions,45671,5049,0,3,90687,46269,,9,0,,4,4.0
87050,31555861,271248,79019,43814,79112,1,0,8,84968,tutor,choose_1,6408,12351,170,MasterySection,6408,27.0,Pythagorean Theorem,42999,2770,0,4,107513,42201,135735.0,,0,,5,5.0
206399,32048508,276974,79672,43589,78884,1,1,1,36093,tutor,choose_1,6402,12436,23,MasterySection,6402,75.0,Square Root,43007,2770,0,1,36093,41552,134854.0,,0,,24,24.0
216060,33447560,279216,79690,46465,84673,1,0,10,14959,tutor,algebra,8747,12237,40,MasterySection,6850,77.0,Finding Percents,48181,139,3,3,142047,46376,,3.4,0,1.0,4,4.0
333150,34249733,279730,78573,52033,91357,1,1,1,19067,tutor,algebra,7212,12375,6,MasterySection,6272,296.0,Area Rectangle,46174,5056,0,2,19067,30009,,20,0,,177,177.0
439419,33671699,279733,78534,52327,91661,1,1,1,196351,tutor,algebra,7220,12262,5,MasterySection,6180,317.0,Greatest Common Factor,46174,5056,0,3,196351,47492,,2,0,,13,13.0
267637,36369585,285790,77118,34503,53928,1,1,1,8346,tutor,fill_in_1,5961,14033,2,MasterySection,5961,277.0,Addition and Subtraction Integers,48183,139,0,4,8346,29950,,9,0,,1228,1228.0
441247,33703248,279733,78565,52327,91661,1,1,1,84929,tutor,algebra,7220,12262,5,MasterySection,6180,317.0,Greatest Common Factor,46174,5056,0,3,84929,47492,,2,0,,55,55.0
18484,29832218,272228,86352,53604,93575,1,0,1,13073,tutor,algebra,10207,12766,8,MasterySection,10207,9.0,Stem and Leaf Plot,56898,5260,3,3,30296,52588,,,1,1.0,11,11.0
433161,38174129,291429,96258,57490,108253,1,0,0,110414,tutor,algebra,5969,14415,82,MasterySection,5969,312.0,Equation Solving More Than Two Steps,69274,2770,0,0,110414,55836,,,2,,98,39.0
497316,22100306,263249,81576,36790,57553,0,1,1,32084,tutor,algebra,5870,12466,8,MasterySection,5870,,,48003,1998,0,3,32084,30046,,15,0,,10,
400268,21485663,263258,80771,32930,51005,1,1,1,52609,tutor,algebra,5942,12432,2,MasterySection,5942,310.0,Order of Operations All,49070,5177,0,4,52609,30267,,-21,0,,5,5.0
3347,38233024,290667,96226,73219,135644,1,1,1,19578,tutor,algebra,9879,14413,30,MasterySection,9879,1.0,Box and Whisker,69274,2770,0,0,19578,63446,,51,0,,14,14.0
242586,29444161,270948,85724,63116,120321,1,0,2,12656,tutor,algebra,9142,12873,16,MasterySection,8657,85.0,Absolute Value,45671,5049,0,0,21031,63038,,-13,0,,8,8.0
291078,27333190,266585,84455,34579,54067,1,0,1,32607,tutor,algebra,8020,12309,11,MasterySection,5962,278.0,Addition and Subtraction Positive Decimals,35135,1357,0,0,32717,30677,,-1.2,0,,3,3.0
23840,24827395,220659,80807,32867,50883,1,1,1,75279,tutor,algebra,5934,11816,7,MasterySection,5921,10.0,Table,22763,73,0,0,75279,30873,,15.7,0,,11,11.0
342611,33726836,279730,78591,50398,89291,1,0,2,85335,tutor,algebra,7212,12375,6,MasterySection,6272,297.0,Area Trapezoid,46174,5056,3,3,94753,30012,,72,0,1.0,34,34.0
76784,34316182,279720,89550,62565,119246,1,1,1,29864,tutor,algebra,10665,13481,24,MasterySection,10665,18.0,Probability of a Single Event,62006,5451,0,4,29864,30002,,13-Oct,0,,2,2.0
327232,33649975,279732,78523,50373,89266,1,1,1,20052,tutor,algebra,7212,12262,6,MasterySection,6272,296.0,Area Rectangle,46174,5056,0,2,20052,30009,,32,0,,13,13.0
365215,33702660,279733,78550,50855,89769,1,1,1,85620,tutor,algebra,7220,12262,5,MasterySection,6180,303.0,Volume Cylinder,46174,5056,0,3,85620,31687,,62.8,0,,52,52.0
30612,34573548,280037,78536,53231,93191,1,1,1,91229,tutor,algebra,7228,12262,12,MasterySection,7114,11.0,Venn Diagram,46174,5056,0,2,91229,52495,,5,0,,54,54.0
260845,38156516,291449,96268,57424,107955,1,0,1,49704,tutor,algebra,5969,14415,62,MasterySection,5969,101.0,,69274,2770,0,0,49860,55834,,32/12,0,,3,3.0
438651,34290168,280057,78515,52315,91649,1,1,0,1,tutor,algebra,7220,12262,16,MasterySection,6180,317.0,Greatest Common Factor,46174,5056,0,2,1,31688,,70,0,,21,21.0
126281,36369151,285721,92251,47281,85799,1,0,2,4372,tutor,algebra,6876,14020,4,MasterySection,6876,47.0,Conversion of Fraction Decimals Percents,58932,4780,0,3,8406,29869,,75,0,,81,81.0
239266,21282959,260456,78718,46569,84821,1,1,1,7543,tutor,algebra,7323,12317,20,MasterySection,7323,85.0,Absolute Value,47664,5056,0,0,7543,30524,,18,0,,4,4.0
45148,21662317,263366,78808,32019,48873,1,0,1,1651731,tutor,algebra,5921,12340,5,MasterySection,5921,12.0,Mean,11804,76,0,0,1651825,30244,,14.05,0,,1,1.0
452894,36427494,285724,92246,85834,162170,1,1,1,7372,tutor,choose_n,10293,14020,7,MasterySection,10293,348.0,Recognize Quadratic Pattern,58932,4780,0,2,7372,62367,1.0,,0,,36,36.0
457387,31251253,272454,78178,35972,56168,1,0,2,9735,tutor,algebra,10296,12315,51,MasterySection,5977,375.0,Solving Inequalities,45778,5056,0,5,10891,31683,,1,0,,40,40.0
493262,21083971,263215,80021,40236,68605,0,0,5,30885,tutor,fill_in_1,6055,12465,2,MasterySection,6055,,,48003,1998,3,3,111094,30406,,540,0,1.0,3,
396082,30908422,272328,86556,32971,51144,1,1,1,6375,tutor,algebra,10256,12963,7,MasterySection,5946,309.0,"Order of Operations +,-,/,* () positive reals",45671,5049,0,3,6375,29981,,63,0,,57,29.0
236368,29938194,270166,84143,48859,87539,1,1,1,2257,tutor,algebra,7176,12661,22,MasterySection,6921,83.0,Divisibility Rules,55425,5056,0,3,2257,46304,,16,0,,6,6.0
53861,30866837,271211,78920,36579,57087,1,1,1,15940,tutor,algebra,5933,12352,224,MasterySection,5933,14.0,Mode,42999,2770,0,0,15940,30375,,1,0,,1,1.0
117490,27287264,266707,81935,47400,85929,1,0,2,6619,tutor,algebra,7839,12542,31,MasterySection,6891,47.0,Conversion of Fraction Decimals Percents,52667,2770,2,3,17173,29868,,,1,0.0,10,10.0
256643,38299528,290766,96289,32168,49351,0,0,2,93517,tutor,algebra,5925,14414,225,MasterySection,5925,92.0,Pattern Finding ,69274,2770,0,3,97503,30036,,101200,0,,12,
266780,36369521,285788,77118,50790,89704,1,0,2,7208,tutor,algebra,7012,14033,1,MasterySection,7012,277.0,Addition and Subtraction Integers,48183,139,1,4,25054,29881,,11,0,0.0,371,371.0
364686,34299603,279733,78544,52307,91641,1,1,1,130162,tutor,algebra,7220,12262,5,MasterySection,6180,303.0,Volume Cylinder,46174,5056,0,3,130162,31687,,15.7,0,,117,117.0
327215,35108135,281001,78522,52023,91347,1,1,1,17733,tutor,algebra,7212,12262,23,MasterySection,6272,296.0,Area Rectangle,46174,5056,0,2,17733,30000,,36,0,,428,428.0
276327,25401024,266598,83304,50826,89740,1,1,1,14905,tutor,algebra,8436,12634,3,MasterySection,7012,277.0,Addition and Subtraction Integers,54767,5117,0,3,14905,29883,,-5,0,,6,6.0
398041,20721983,262848,78169,32961,51111,0,1,1,39554,tutor,algebra,7335,12315,6,MasterySection,7335,310.0,Order of Operations All,45778,5056,0,8,39554,30078,,49,0,,12,
231201,28194972,268781,84373,38357,61607,1,0,1,34716,tutor,algebra,6022,12698,14,MasterySection,6022,81.0,Unit Rate,55938,5255,0,0,34743,30482,,0.97,0,,16,16.0
7067,30309154,271201,79061,31381,47051,1,1,1,15288,tutor,algebra,5898,12352,219,MasterySection,5898,2.0,Circle Graph,42999,2770,0,4,15288,30037,,48,0,,11,11.0
333758,33724474,279730,78579,50375,89268,1,1,1,42731,tutor,algebra,7212,12375,6,MasterySection,6272,296.0,Area Rectangle,46174,5056,0,2,42731,30009,,10,0,,104,104.0
129138,30195176,270288,79023,53466,93437,1,1,1,19585,tutor,algebra,7118,12351,149,MasterySection,7118,48.0,Equivalent Fractions,42999,2770,0,3,19585,52571,,30,0,,10,10.0
410089,26459094,265366,79013,57391,107766,0,1,1,19397,tutor,choose_1,5970,12351,63,MasterySection,5970,311.0,Equation Solving Two or Fewer Steps,42999,2770,0,0,19397,55901,198197.0,,0,,47,
249297,38282357,290904,96230,53862,93833,1,1,1,16098,tutor,algebra,7124,14414,88,MasterySection,7124,91.0,,69274,2770,0,3,16098,52619,,y=b-5,0,,2,2.0
169006,21430338,263320,79319,34617,54132,1,1,1,13782,tutor,algebra,5964,12476,12,MasterySection,5964,67.0,Multiplication Fractions,22763,73,0,2,13782,29862,,64/12,0,,1,1.0
267523,36369585,285790,77118,34503,53928,1,1,1,8346,tutor,fill_in_1,5961,14033,2,MasterySection,5961,277.0,Addition and Subtraction Integers,48183,139,0,4,8346,29950,,9,0,,1114,1114.0
277822,24354083,266598,83656,50831,89745,1,1,1,8076,tutor,algebra,8436,12634,3,MasterySection,7012,277.0,Addition and Subtraction Integers,54767,5117,0,3,8076,29883,,-12,0,,6,6.0
503097,31346781,271321,85691,74789,139378,0,0,11,3015,tutor,fill_in_1,9799,12873,33,MasterySection,9799,,,45671,5049,2,2,218781,57321,,9,0,1.0,56,
262847,32000705,273601,85694,89422,166387,1,1,1,27674,tutor,algebra,10445,12872,37,MasterySection,10445,173.0,Choose an Equation from Given Information,45671,5049,0,0,27674,56516,,5/5x+9,0,,1,1.0
356446,35105112,280997,78875,52067,91391,1,1,1,31862,tutor,algebra,7212,12375,23,MasterySection,6272,298.0,Area Triangle,46174,5056,0,3,31862,30010,,36,0,,63,63.0
221829,22311820,262777,78985,40728,71369,1,1,1,10827,tutor,algebra,6058,12351,44,MasterySection,6058,79.0,Proportion,42999,2770,0,4,10827,30908,,72,0,,6,6.0
319498,26323963,268014,78978,43144,77522,0,1,1,15138,tutor,algebra,6274,12351,101,MasterySection,6272,294.0,Area Irregular Figure,42999,2770,0,4,15138,31691,,6,0,,24,
229416,30423872,272585,78880,38333,61535,1,0,1,24194,tutor,algebra,6022,12438,27,MasterySection,6022,81.0,Unit Rate,23907,76,0,0,24329,30482,,0.02,0,,14,14.0
66,35644834,282727,71183,33116,51401,1,1,1,5453,tutor,algebra,5948,12473,1,MasterySection,5948,1.0,Box and Whisker,24116,76,0,3,5453,30059,,22,0,,2,2.0
2372,35374127,281753,86398,33122,51407,1,1,1,20713,tutor,algebra,6324,12953,3,MasterySection,6324,1.0,Box and Whisker,53103,5177,0,3,20713,30059,,37,0,,1,1.0
91406,38171315,291342,96235,42366,75288,1,1,1,12908,tutor,algebra,6151,14415,167,MasterySection,6151,32.0,Nets of 3D Figures,69274,2770,0,0,12908,30857,,A,0,,1,1.0
436138,36378585,285722,92250,75232,140113,1,1,1,5001,tutor,choose_1,9245,14020,5,MasterySection,9245,314.0,"Angles - Obtuse, Acute, and Right",58932,4780,0,2,5001,63249,257479.0,,0,,109,109.0
524037,38271358,290763,96288,42017,74543,0,1,1,4026,tutor,algebra,6110,14414,232,MasterySection,6094,,,69274,2770,0,5,4026,30871,,2-Jan,0,,52,
47504,38207961,290772,96284,32052,49060,1,1,1,51220,tutor,algebra,5921,14414,218,MasterySection,5921,12.0,Mean,69274,2770,0,0,51220,30244,,15.8,0,,4,4.0
318734,32880460,271261,78073,53001,92959,1,1,1,45742,tutor,fill_in_1,7112,12351,182,MasterySection,7112,293.0,Translations,42999,2770,0,4,45742,50410,,"(-2,-1)",0,,2,2.0
196179,28890679,271290,78461,34320,53661,1,1,1,9122,tutor,algebra,9795,12455,26,MasterySection,5959,74.0,Subtraction Whole Numbers,49076,5177,0,0,9122,30525,,-2,0,,5,5.0
280970,32019192,271506,88035,50992,89906,1,1,1,10885,tutor,algebra,7014,12926,3,MasterySection,7014,277.0,Addition and Subtraction Integers,57560,5260,0,3,10885,29949,,-14,0,,2,2.0
443601,35277627,277669,73684,35263,55039,1,1,1,22394,tutor,algebra,5971,13241,177,MasterySection,5971,322.0,Write Linear Equation from Ordered Pairs,22763,73,0,6,22394,34858,,y=5x+7,0,,4,4.0
14119,31351625,271961,78926,73133,135558,1,1,1,16922,tutor,algebra,9877,12886,28,MasterySection,9877,8.0,Scatter Plot,42999,2770,0,1,16922,63440,,16,0,,5,5.0
11230,35230962,281134,91248,36598,57136,1,1,1,39381,tutor,fill_in_1,5947,13638,1,MasterySection,5947,4.0,Histogram as Table or Graph,28420,4780,0,4,39381,32453,,46,0,,2,2.0
185594,35212853,281172,78576,47154,85670,1,1,1,43093,tutor,algebra,7201,12375,27,MasterySection,7201,70.0,Percent Of,46174,5056,0,4,43093,46399,,22.44,0,,148,148.0
520391,38145675,291495,96260,57808,108910,0,1,1,11806,tutor,choose_1,6009,14415,39,MasterySection,6009,,,69274,2770,0,0,11806,55690,200194.0,,0,,83,
380183,35112353,281002,78536,50878,89792,1,1,0,2,tutor,algebra,7220,12262,24,MasterySection,6180,307.0,Volume Rectangular Prism,46174,5056,0,2,2,31688,,18,0,,510,510.0
93410,24725216,266415,79057,41083,71764,1,1,1,4656,tutor,algebra,6066,12352,115,MasterySection,6066,35.0,Effect of Changing Dimensions of a Shape Prportionally,42999,2770,0,4,4656,31955,,60,0,,3,3.0
230546,32819949,278150,79666,38310,61466,1,1,1,116862,tutor,algebra,6022,12436,25,MasterySection,6022,81.0,Unit Rate,43007,2770,0,0,116862,30306,,0.83,0,,10,10.0
4338,25084360,265375,77957,53448,93419,1,0,1,57908,tutor,algebra,7229,12438,6,MasterySection,7118,2.0,Circle Graph,23907,76,1,2,73768,52570,,,1,0.0,37,37.0
249620,35461321,277633,71881,32171,49358,1,1,1,47721,tutor,algebra,5925,13241,141,MasterySection,5925,92.0,Pattern Finding ,22763,73,0,0,47721,30036,,51600,0,,6,6.0
